missing_rate,nmse_db,cd,inference_time_s,n_samples
0.1,-15.271598529815673,0.018079472053796054,0.003981173038482666,10
0.2,-14.822236919403077,0.020782885421067477,0.0037520378828048706,10
0.3,-14.287854766845703,0.023454897245392202,0.0035590380430221558,10
0.4,-13.77618761062622,0.027247320953756572,0.003666400909423828,10
0.5,-13.225830459594727,0.031257851794362065,0.0035651177167892456,10
0.6,-12.477448320388794,0.03929395331069827,0.0036209076642990112,10
0.7,-11.016221857070922,0.05536139402538538,0.0035824477672576904,10
0.8,-8.929735946655274,0.08331650532782078,0.0035939812660217285,10
0.9,-5.6202489852905275,0.17622362449765205,0.003665223717689514,10
