missing_rate,nmse_db,cd,inference_time_s,n_samples
0.1,-9.500517272949219,0.09235148504376411,0.004439800977706909,10
0.2,-9.514661121368409,0.09601194262504578,0.00437416136264801,10
0.3,-9.243713426589967,0.10033282488584519,0.004079461097717285,10
0.4,-9.355120325088501,0.10327154099941253,0.004100143909454346,10
0.5,-9.24050145149231,0.10201914831995965,0.003984734416007996,10
0.6,-9.214640378952026,0.10757342129945754,0.0046885013580322266,10
0.7,-8.618779587745667,0.1360168632119894,0.004479765892028809,10
0.8,-7.694478106498718,0.15639060549438,0.004151850938796997,10
0.9,-5.031251287460327,0.2653625041246414,0.004491746425628662,10
