missing_rate,nmse_db,cd,inference_time_s,n_samples
0.1,-13.364942455291748,0.026216796599328518,0.003852054476737976,10
0.2,-13.154718589782714,0.028256331756711005,0.0032444149255752563,10
0.3,-12.756916904449463,0.03136742850765586,0.0031471848487854004,10
0.4,-12.41548023223877,0.03459217082709074,0.0031970739364624023,10
0.5,-12.136125564575195,0.037461767345666884,0.00322607159614563,10
0.6,-11.611242389678955,0.04396484885364771,0.0030466467142105103,10
0.7,-10.442468881607056,0.05892216805368662,0.0033278465270996094,10
0.8,-8.788497495651246,0.08241902608424426,0.0032619833946228027,10
0.9,-5.7561349987983705,0.1704636260867119,0.0031659454107284546,10
