missing_rate,nmse_db,cd,inference_time_s,n_samples
0.1,-14.336793231964112,0.022114001400768756,0.0035534948110580444,10
0.2,-13.997113895416259,0.024684516713023186,0.0035229623317718506,10
0.3,-13.578442859649659,0.02730151964351535,0.0036270469427108765,10
0.4,-13.13767204284668,0.030928849522024394,0.005074366927146912,10
0.5,-12.711925792694093,0.03426446542143822,0.0033804327249526978,10
0.6,-12.08875617980957,0.04161707619205117,0.003537490963935852,10
0.7,-10.740993547439576,0.05748464483767748,0.003836899995803833,10
0.8,-8.88484983444214,0.08316595461219549,0.003897547721862793,10
0.9,-5.709061908721924,0.17427111715078353,0.003444984555244446,10
