missing_rate,nmse_db,cd,inference_time_s,n_samples
0.1,-8.902498626708985,0.10250188633799553,0.003894507884979248,10
0.2,-9.07395796775818,0.10541405640542507,0.0037814825773239136,10
0.3,-8.831633520126342,0.10976665392518044,0.0036472082138061523,10
0.4,-8.974763035774231,0.11177864037454129,0.00374758243560791,10
0.5,-8.93240430355072,0.10933106541633605,0.0038604289293289185,10
0.6,-9.032993006706239,0.11196752712130546,0.00378282368183136,10
0.7,-8.432679772377014,0.13454400040209294,0.003678441047668457,10
0.8,-7.711030125617981,0.1487322386354208,0.003606066107749939,10
0.9,-5.015011024475098,0.25365782007575033,0.0036958158016204834,10
